data;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
19/11/2004;26,2;951,758333;20,254167;29,6;23,029167;20,4;85;56;10,2;1,125
20/11/2004;18;951,528571;19,7;29,9;24,342857;20,9;76,904762;50;5,8;1,090476
21/11/2004;6,4;950,671429;18,438095;33,4;25,119048;20,4;68,52381;39;4,9;0,828571
22/11/2004;0;950,514286;19,728571;33,6;25,27619;21,9;73,238095;38;9,2;1,247619
23/11/2004;27,4;950,016667;19,966667;32,9;26,245833;20,6;70,625;40;7,4;1,4375
24/11/2004;0;950,0625;20,75;32,2;26,254167;22,4;72,75;48;9;1,066667
25/11/2004;2,6;950,017391;20,347826;33,7;27,495652;22,7;67,434783;38;7,3;1,413043
26/11/2004;0;949,266667;19,866667;33,2;25,1;21,6;74,291667;44;10,6;1,575
27/11/2004;0,8;948,154167;20,020833;31,8;25,633333;21,6;72,708333;43;8,5;1,829167
28/11/2004;0;948,2125;20,529167;31,3;25,2375;22,3;76,416667;50;10,4;1,679167
29/11/2004;1;948,881818;20,572727;29,2;23,7;21,3;83,136364;59;8,1;1,045455
30/11/2004;15,2;948,595833;18,108333;32,9;26,325;20,4;65,791667;26;5,6;1,120833
01/12/2004;0;949,533333;19,404167;31;25,5125;22,2;70,583333;42;7;1,7125
02/12/2004;0;949,129167;19,820833;33,7;25,7375;21,5;72,375;36;7,5;1,658333
03/12/2004;0;949,466667;19,958333;32,3;26,133333;20,9;70,958333;44;7,7;1,795833
04/12/2004;2,6;951,3875;20,358333;30,9;24,895833;22,1;76,958333;47;14,6;1,470833
05/12/2004;14,4;951,908333;19,825;29,8;23,954167;20,1;78,791667;58;9,9;1,041667
06/12/2004;11;950,108333;20,4625;31,4;24,816667;22,2;78;51;11;1,233333
07/12/2004;8,8;950,291667;19,620833;30,3;23,945833;20;78,208333;47;10,1;1,466667
08/12/2004;0,6;949,666667;20,0875;30,4;24,845833;21,7;76,291667;51;13,2;2,108333
09/12/2004;2,2;950,25;20,4125;29,2;23,5125;21,2;83,333333;60;7,3;0,825
10/12/2004;12,4;950,4125;20,529167;31,3;24,608333;21;79,625;45;5,9;1,129167
11/12/2004;0,2;949;20,329167;32,1;25,891667;22,7;73,125;41;6,6;1,029167
12/12/2004;0;948,85;19,4;33,6;26,620833;21,4;67,875;36;6,4;1,4125
13/12/2004;17,6;950,575;20,054167;31,4;25,333333;21,2;74,166667;41;8,8;1,9375
14/12/2004;0,6;950,541667;20,3125;31,8;25,05;20,5;76,791667;48;8,5;1,204167
15/12/2004;0;949,445833;20,108333;32,8;26,854167;22,1;68,625;40;8,3;1,7
16/12/2004;0;948,954167;20,3625;31;25,1;22;75,833333;50;9,9;1,458333
17/12/2004;2;950,043478;19,547826;29,2;23,56087;21,1;79,173913;52;7;1,7
18/12/2004;3,4;949,770833;20,645833;28,5;24,241667;21,7;80,75;64;7,4;1,175
19/12/2004;5,8;950,395833;20,620833;27,7;22,733333;22,1;88,208333;69;9;1,308333
20/12/2004;13,2;950,233333;20,675;27,1;22,991667;20,3;87,166667;68;5,9;1
21/12/2004;1,8;950,070833;20,216667;25,6;22,8375;20,8;85,333333;73;6,5;1,379167
22/12/2004;4,6;949,075;20,375;28,1;23,179167;21,3;84,541667;65;9,3;2,05
23/12/2004;2,4;947,329167;20,875;29,5;24,558333;21,8;80,791667;60;6,2;1,504167
24/12/2004;0,4;946,204167;21,5;30,9;25,358333;21,6;80,041667;55;7,1;1,3
25/12/2004;1,4;948,029167;20,8;26,2;22,941667;21,6;87,833333;76;9,7;1,629167
26/12/2004;6,6;950,573684;20,189474;28,8;22,584211;20,6;86,736842;58;7,8;1,036842
27/12/2004;2;951,141667;20,216667;28,3;23,679167;21,2;81,833333;59;9;1,495833
28/12/2004;31;950,3125;19,566667;27,9;22,8625;19,7;82,5;61;6;1,15
29/12/2004;0;950,3375;20,529167;29,5;24,475;21,1;79,5;55;9;2,220833
30/12/2004;30,8;951,441667;20,066667;29,7;23,991667;20,4;80,208333;53;7,8;1,454167
31/12/2004;0;951,154167;20,283333;31,1;24,754167;20,9;77,5;47;6,9;1,141667
01/01/2005;0;950,908333;20,404167;29,1;24,358333;21;79,666667;59;8,9;1,975
02/01/2005;0;950,854167;20,4125;29,1;23,458333;22;83,583333;58;8,6;1,529167
03/01/2005;37,2;950,5625;19,883333;26,9;22,233333;20,2;86,791667;69;10,3;1,533333
04/01/2005;16,6;949,958333;20,3375;27,7;23,3875;20,8;83,5;66;8,6;1,775
05/01/2005;22,4;948,7375;20,633333;28,9;24,104167;21,3;81,75;61;9,6;1,883333
06/01/2005;5,8;949,2;19,841667;30,2;23,408333;19,7;81,333333;56;11,5;1,8375
07/01/2005;10;950,408333;20,254167;31,1;25,008333;20,1;76,375;54;7,3;1,25
08/01/2005;6,8;950,0875;20,5625;33,4;26,333333;21,4;72,916667;43;5,4;0,879167
09/01/2005;4,6;948,891667;20,633333;32,1;26,129167;22,3;73,166667;49;10,4;1,325
10/01/2005;3,4;949,520833;20,620833;29,9;24,408333;21,2;80,291667;57;9,2;1,629167
11/01/2005;2,8;949,5125;21,483333;31,8;25,145833;22,9;81;50;11,1;1,170833
12/01/2005;2,4;949,66087;21,095652;31,5;24,078261;22,3;84,173913;49;11,4;1,226087
13/01/2005;1,6;949,569565;20,986957;30,1;23,573913;21,8;85,869565;60;8,5;1,304348
14/01/2005;1,6;947,7625;20,895833;29,3;23,9375;21,7;83,75;64;7,9;1,779167
15/01/2005;1,6;947,1875;20,779167;29,9;23,525;21,5;84,958333;59;11,1;1,8
16/01/2005;1,6;947,191667;21,266667;29,2;23,754167;21,6;86,25;66;11,6;1,254167
17/01/2005;1,6;946,27619;21,085714;29,8;23,771429;21,1;85,52381;61;15,1;1,533333
18/01/2005;2,8;946,429167;21,041667;28,6;24,104167;21,8;83,75;64;7,1;1,558333
19/01/2005;3;946,195833;20,929167;27,1;23,9625;21,6;83,666667;69;7,3;1,075
20/01/2005;3,2;947,633333;20,175;26,5;22,6125;20,5;86,416667;69;8,1;1,625
21/01/2005;3,2;948,095833;20,941667;28,5;23,858333;20,9;84,291667;63;7,7;1,4
22/01/2005;3,8;950,041667;21,4;27,6;24,266667;22,2;84,208333;69;9,7;1,979167
23/01/2005;3,8;951,320833;20,654167;29,7;24,404167;21,6;80,625;56;6,8;1,633333
24/01/2005;3,6;949,875;20,691667;31,3;25,129167;21,6;77,75;51;8,9;1,7125
25/01/2005;3,2;949,9375;20,645833;27,5;22,716667;21,8;88,375;71;10,5;1,191667
26/01/2005;2,8;948,92;19,37;21,5;20,77;20,5;91,7;90;3;0,56
27/01/2005;null;null;null;null;null;null;null;null;null;null
28/01/2005;null;949,166667;21,366667;28,6;25,65;null;77,5;64;14;2,316667
29/01/2005;2;948,033333;21,246667;29,9;26,286667;21,3;74,6;57;6,3;1,973333
30/01/2005;3,2;947,295833;21,129167;30,3;24,229167;21,7;83,416667;57;7,3;1,1375
31/01/2005;2,8;948,654167;21,133333;30,9;25,266667;21,8;79,083333;53;7,8;1,35
01/02/2005;2,4;948,725;19,983333;25;22,1375;21,5;87,791667;76;8,6;1,654167
02/02/2005;2;950,333333;16,129167;23;19,0625;16,8;83,458333;71;9,9;2,575
03/02/2005;1,6;952,229167;17,308333;23,8;20,3625;18;82,875;72;6,8;1,729167
04/02/2005;1,8;953,0125;19,183333;29,6;23,666667;19,4;77,208333;52;4,6;0,941667
05/02/2005;1,8;952,441667;20,1;31,4;25,866667;21,6;72,5;44;7;1,295833
06/02/2005;1,4;952,45;19,55;32;23,805556;20,4;78,777778;37;7,5;1,233333
07/02/2005;0,6;949,85;20,227778;33,1;26,588889;21,1;70;41;13,3;1,105556
08/02/2005;0,8;948,9125;20,008333;33,9;26,283333;21,2;70,375;39;6,3;1,05
09/02/2005;0,6;949,508333;20,3625;32;25,395833;21,8;75;46;8,7;1,4375
10/02/2005;0,6;949,386957;20,521739;31,5;24,447826;20,7;80,130435;48;9,8;1,456522
11/02/2005;0,8;948,816667;20,570833;30,7;24,691667;20,8;79,25;52;7,5;1,004167
12/02/2005;1;948,821739;20,33913;33,1;25,847826;21,4;74,217391;38;6,2;1,152174
13/02/2005;0,8;949,358333;20,104167;32,2;25,058333;21,3;76,083333;38;7;1,154167
14/02/2005;1;949,683333;20,729167;30,7;24,7;22,4;79,333333;55;8;1,529167
15/02/2005;0,8;947,743478;20,434783;31,6;25,213043;22;76,913043;45;8,9;1,226087
16/02/2005;1;947,304167;21,0625;27,5;23,366667;21,8;87,208333;68;7;1,070833
17/02/2005;1,4;948,85;21,108333;29,6;24,329167;21,7;83;57;7,6;1,120833
18/02/2005;1;950,304167;20,9875;30,9;25,091667;21,9;79,25;52;6;1,195833
19/02/2005;1;951,352174;20,408696;29,6;25,026087;21,7;76,913043;54;8,7;1,56087
20/02/2005;1,6;951,066667;20,2;32,3;25,6875;21,4;73,458333;40;4,4;1,025
21/02/2005;1,8;949,808333;21,470833;32,9;25,683333;22,6;79,166667;47;7,3;1,291667
22/02/2005;1;949,133333;21,3875;31,7;25,270833;22;80,291667;51;9,1;1,391667
23/02/2005;0,4;949,754167;21,245833;33,3;26,4;22,1;75,291667;43;6,3;0,979167
24/02/2005;0,6;951,195833;21,091667;31,9;26,179167;22,3;75,416667;48;6,8;1,2125
25/02/2005;0,2;951,275;20,570833;31,2;24,908333;21,2;78,083333;53;13;1,554167
26/02/2005;0;950,3875;21,404167;29,8;24,4;22,3;83,791667;62;8,2;1,529167
27/02/2005;0;950,87;20,9;23,4;22,74;21,9;89,5;86;2,6;0,53
28/02/2005;0;952,273684;20,952632;30,9;24,168421;21,8;83,263158;49;6;1,478947
01/03/2005;0;951,55;20,595833;31,6;24,8875;21,6;78,458333;48;6,4;1,079167
02/03/2005;0;951,1;21,786364;29,9;24,490909;23;85,227273;60;7,2;1,35
03/03/2005;0;951,122727;21,345455;29,1;23,931818;22;85,818182;61;6,3;0,704545
04/03/2005;0;950,745833;20,854167;32,7;26,033333;21,2;75,166667;44;6,4;1,283333
05/03/2005;0,2;951,829167;21,575;31;25,079167;21,3;82,041667;55;8,9;1,3125
06/03/2005;0;950,966667;20,929167;32,4;25,845833;21,9;76,416667;43;6,9;0,929167
07/03/2005;0,2;949,6;21,352381;30,7;25,680952;22,4;78,333333;55;7,9;1,6
08/03/2005;0,2;950,029167;21,35;30,8;25,729167;22,5;78,125;54;8,3;2,166667
09/03/2005;0;950,525;20,591667;29,1;24,008333;21,9;81,875;56;9;1,6
10/03/2005;0;949,631818;20,281818;31,9;24,922727;20,7;77,681818;46;6,3;1,154545
11/03/2005;0;950,858333;20,5625;31,8;25,945833;21,4;74,125;45;8,2;1,683333
12/03/2005;0;950,352174;20,882609;31,4;26,1;22,1;74,434783;51;9;1,847826
13/03/2005;0;949,93913;21,030435;31,7;25,3;22,2;78,695652;51;10,3;2,182609
14/03/2005;0;949,575;20,808333;29,5;24,354167;22,4;81,333333;61;7,3;1,4
15/03/2005;0;948,6625;18,654167;31,1;24,658333;21,1;71,458333;42;4,9;0,825
16/03/2005;0;950,129167;20,870833;29;23,654167;21,6;84,916667;60;9,2;1,0375
17/03/2005;0,2;951,258333;20,558333;29,1;24,245833;21,1;81,083333;55;8,7;1,3625
18/03/2005;0;951,208333;20,620833;28,6;23,816667;22,1;82,875;58;11,6;1,154167
19/03/2005;0;950,408333;20,3125;28,6;22,6375;21;87,208333;60;10,2;1,708333
20/03/2005;0,2;950,229167;20,579167;27;22,895833;21,3;86,958333;71;11,3;2,295833
21/03/2005;0;950,783333;20,670833;28,8;23,941667;21,4;82,625;59;12;1,804167
22/03/2005;0,2;952,520833;20,079167;29,5;23,845833;20,7;80,541667;52;6,9;1,479167
23/03/2005;0;953,8;20,495652;30,2;24,4;21,1;79,652174;55;7,8;1,356522
24/03/2005;0;954,175;19,066667;27,1;22,2;19,6;82,833333;65;6,5;1,645833
25/03/2005;0,2;952,345833;19,3625;31,5;24,229167;20;76,166667;45;4,9;1,191667
26/03/2005;0,2;951,708333;20,066667;26,3;22,516667;21;86,083333;72;3,4;0,616667
27/03/2005;null;null;null;null;null;null;null;null;null;null
28/03/2005;null;null;null;null;null;null;null;null;null;null
29/03/2005;null;null;null;null;null;null;null;null;null;null
30/03/2005;null;null;null;null;null;null;null;null;null;null
31/03/2005;null;null;null;null;null;null;null;null;null;null
01/04/2005;null;null;null;null;null;null;null;null;null;null
02/04/2005;null;null;null;null;null;null;null;null;null;null
03/04/2005;null;null;null;null;null;null;null;null;null;null
04/04/2005;null;null;null;null;null;null;null;null;null;null
05/04/2005;null;null;null;null;null;null;null;null;null;null
06/04/2005;null;null;null;null;null;null;null;null;null;null
07/04/2005;null;null;null;null;null;null;null;null;null;null
08/04/2005;null;null;null;null;null;null;null;null;null;null
09/04/2005;null;null;null;null;null;null;null;null;null;null
10/04/2005;null;null;null;null;null;null;null;null;null;null
11/04/2005;null;null;null;null;null;null;null;null;null;null
12/04/2005;null;null;null;null;null;null;null;null;null;null
13/04/2005;null;null;null;null;null;null;null;null;null;null
14/04/2005;null;null;null;null;null;null;null;null;null;null
15/04/2005;null;null;null;null;null;null;null;null;null;null
16/04/2005;null;null;null;null;null;null;null;null;null;null
17/04/2005;null;null;null;null;null;null;null;null;null;null
18/04/2005;null;null;null;null;null;null;null;null;null;null
19/04/2005;null;null;null;null;null;null;null;null;null;null
20/04/2005;null;null;null;null;null;null;null;null;null;null
21/04/2005;null;null;null;null;null;null;null;null;null;null
22/04/2005;null;null;null;null;null;null;null;null;null;null
23/04/2005;null;null;null;null;null;null;null;null;null;null
24/04/2005;null;null;null;null;null;null;null;null;null;null
25/04/2005;null;null;null;null;null;null;null;null;null;null
26/04/2005;null;null;null;null;null;null;null;null;null;null
27/04/2005;null;null;null;null;null;null;null;null;null;null
28/04/2005;null;null;null;null;null;null;null;null;null;null
29/04/2005;null;null;null;null;null;null;null;null;null;null
30/04/2005;null;null;null;null;null;null;null;null;null;null
01/05/2005;null;null;null;null;null;null;null;null;null;null
02/05/2005;null;null;null;null;null;null;null;null;null;null
03/05/2005;null;null;null;null;null;null;null;null;null;null
04/05/2005;null;null;null;null;null;null;null;null;null;null
05/05/2005;null;null;null;null;null;null;null;null;null;null
06/05/2005;null;null;null;null;null;null;null;null;null;null
07/05/2005;null;null;null;null;null;null;null;null;null;null
08/05/2005;null;null;null;null;null;null;null;null;null;null
09/05/2005;null;null;null;null;null;null;null;null;null;null
10/05/2005;null;null;null;null;null;null;null;null;null;null
11/05/2005;null;null;null;null;null;null;null;null;null;null
12/05/2005;null;null;null;null;null;null;null;null;null;null
13/05/2005;null;null;null;null;null;null;null;null;null;null
14/05/2005;null;null;null;null;null;null;null;null;null;null
15/05/2005;null;null;null;null;null;null;null;null;null;null
16/05/2005;null;null;null;null;null;null;null;null;null;null
17/05/2005;null;null;null;null;null;null;null;null;null;null
18/05/2005;null;null;null;null;null;null;null;null;null;null
19/05/2005;null;null;null;null;null;null;null;null;null;null
20/05/2005;null;null;null;null;null;null;null;null;null;null
21/05/2005;null;null;null;null;null;null;null;null;null;null
22/05/2005;null;null;null;null;null;null;null;null;null;null
23/05/2005;null;null;null;null;null;null;null;null;null;null
24/05/2005;null;null;null;null;null;null;null;null;null;null
25/05/2005;null;null;null;null;null;null;null;null;null;null
26/05/2005;null;null;null;null;null;null;null;null;null;null
27/05/2005;null;null;null;null;null;null;null;null;null;null
28/05/2005;null;null;null;null;null;null;null;null;null;null
29/05/2005;null;null;null;null;null;null;null;null;null;null
30/05/2005;null;null;null;null;null;null;null;null;null;null
31/05/2005;null;null;null;null;null;null;null;null;null;null
01/06/2005;null;null;null;null;null;null;null;null;null;null
02/06/2005;null;null;null;null;null;null;null;null;null;null
03/06/2005;null;null;null;null;null;null;null;null;null;null
04/06/2005;null;null;null;null;null;null;null;null;null;null
05/06/2005;null;null;null;null;null;null;null;null;null;null
06/06/2005;null;null;null;null;null;null;null;null;null;null
07/06/2005;null;null;null;null;null;null;null;null;null;null
08/06/2005;null;null;null;null;null;null;null;null;null;null
09/06/2005;null;null;null;null;null;null;null;null;null;null
10/06/2005;null;null;null;null;null;null;null;null;null;null
11/06/2005;null;null;null;null;null;null;null;null;null;null
12/06/2005;null;null;null;null;null;null;null;null;null;null
13/06/2005;null;null;null;null;null;null;null;null;null;null
14/06/2005;null;null;null;null;null;null;null;null;null;null
15/06/2005;null;null;null;null;null;null;null;null;null;null
16/06/2005;null;null;null;null;null;null;null;null;null;null
17/06/2005;null;null;null;null;null;null;null;null;null;null
18/06/2005;null;null;null;null;null;null;null;null;null;null
19/06/2005;null;null;null;null;null;null;null;null;null;null
20/06/2005;null;null;null;null;null;null;null;null;null;null
21/06/2005;null;null;null;null;null;null;null;null;null;null
22/06/2005;null;null;null;null;null;null;null;null;null;null
23/06/2005;null;null;null;null;null;null;null;null;null;null
24/06/2005;null;null;null;null;null;null;null;null;null;null
25/06/2005;null;null;null;null;null;null;null;null;null;null
26/06/2005;null;null;null;null;null;null;null;null;null;null
27/06/2005;null;null;null;null;null;null;null;null;null;null
28/06/2005;null;null;null;null;null;null;null;null;null;null
29/06/2005;null;null;null;null;null;null;null;null;null;null
30/06/2005;null;null;null;null;null;null;null;null;null;null
01/07/2005;null;null;null;null;null;null;null;null;null;null
02/07/2005;null;null;null;null;null;null;null;null;null;null
03/07/2005;null;null;null;null;null;null;null;null;null;null
04/07/2005;null;null;null;null;null;null;null;null;null;null
05/07/2005;null;null;null;null;null;null;null;null;null;null
06/07/2005;null;null;null;null;null;null;null;null;null;null
07/07/2005;null;null;null;null;null;null;null;null;null;null
08/07/2005;null;null;null;null;null;null;null;null;null;null
09/07/2005;null;null;null;null;null;null;null;null;null;null
10/07/2005;null;null;null;null;null;null;null;null;null;null
11/07/2005;null;null;null;null;null;null;null;null;null;null
12/07/2005;null;null;null;null;null;null;null;null;null;null
13/07/2005;null;null;null;null;null;null;null;null;null;null
14/07/2005;null;null;null;null;null;null;null;null;null;null
15/07/2005;null;null;null;null;null;null;null;null;null;null
16/07/2005;null;null;null;null;null;null;null;null;null;null
17/07/2005;null;null;null;null;null;null;null;null;null;null
18/07/2005;null;null;null;null;null;null;null;null;null;null
19/07/2005;null;null;null;null;null;null;null;null;null;null
20/07/2005;null;null;null;null;null;null;null;null;null;null
21/07/2005;null;null;null;null;null;null;null;null;null;null
22/07/2005;null;null;null;null;null;null;null;null;null;null
23/07/2005;null;null;null;null;null;null;null;null;null;null
24/07/2005;null;null;null;null;null;null;null;null;null;null
25/07/2005;null;null;null;null;null;null;null;null;null;null
26/07/2005;null;null;null;null;null;null;null;null;null;null
27/07/2005;null;null;null;null;null;null;null;null;null;null
28/07/2005;null;null;null;null;null;null;null;null;null;null
29/07/2005;null;null;null;null;null;null;null;null;null;null
30/07/2005;null;null;null;null;null;null;null;null;null;null
31/07/2005;null;null;null;null;null;null;null;null;null;null
01/08/2005;null;null;null;null;null;null;null;null;null;null
02/08/2005;null;null;null;null;null;null;null;null;null;null
03/08/2005;null;null;null;null;null;null;null;null;null;null
04/08/2005;null;null;null;null;null;null;null;null;null;null
05/08/2005;null;null;null;null;null;null;null;null;null;null
06/08/2005;null;null;null;null;null;null;null;null;null;null
07/08/2005;null;null;null;null;null;null;null;null;null;null
08/08/2005;null;null;null;null;null;null;null;null;null;null
09/08/2005;null;null;null;null;null;null;null;null;null;null
10/08/2005;null;null;null;null;null;null;null;null;null;null
11/08/2005;null;null;null;null;null;null;null;null;null;null
12/08/2005;null;null;null;null;null;null;null;null;null;null
13/08/2005;null;null;null;null;null;null;null;null;null;null
14/08/2005;null;null;null;null;null;null;null;null;null;null
15/08/2005;null;null;null;null;null;null;null;null;null;null
16/08/2005;null;null;null;null;null;null;null;null;null;null
17/08/2005;null;null;null;null;null;null;null;null;null;null
18/08/2005;null;null;null;null;null;null;null;null;null;null
19/08/2005;null;null;null;null;null;null;null;null;null;null
20/08/2005;null;null;null;null;null;null;null;null;null;null
21/08/2005;null;null;null;null;null;null;null;null;null;null
22/08/2005;null;null;null;null;null;null;null;null;null;null
23/08/2005;null;null;null;null;null;null;null;null;null;null
24/08/2005;null;null;null;null;null;null;null;null;null;null
25/08/2005;null;null;null;null;null;null;null;null;null;null
26/08/2005;null;null;null;null;null;null;null;null;null;null
27/08/2005;null;null;null;null;null;null;null;null;null;null
28/08/2005;null;null;null;null;null;null;null;null;null;null
29/08/2005;null;null;null;null;null;null;null;null;null;null
30/08/2005;null;null;null;null;null;null;null;null;null;null
31/08/2005;null;null;null;null;null;null;null;null;null;null
01/09/2005;null;null;null;null;null;null;null;null;null;null
02/09/2005;null;null;null;null;null;null;null;null;null;null
03/09/2005;null;null;null;null;null;null;null;null;null;null
04/09/2005;null;null;null;null;null;null;null;null;null;null
05/09/2005;null;null;null;null;null;null;null;null;null;null
06/09/2005;null;null;null;null;null;null;null;null;null;null
07/09/2005;null;null;null;null;null;null;null;null;null;null
08/09/2005;null;null;null;null;null;null;null;null;null;null
09/09/2005;null;null;null;null;null;null;null;null;null;null
10/09/2005;null;null;null;null;null;null;null;null;null;null
11/09/2005;null;null;null;null;null;null;null;null;null;null
12/09/2005;null;null;null;null;null;null;null;null;null;null
13/09/2005;null;null;null;null;null;null;null;null;null;null
14/09/2005;null;null;null;null;null;null;null;null;null;null
15/09/2005;null;null;null;null;null;null;null;null;null;null
16/09/2005;null;null;null;null;null;null;null;null;null;null
17/09/2005;null;null;null;null;null;null;null;null;null;null
18/09/2005;null;null;null;null;null;null;null;null;null;null
19/09/2005;null;null;null;null;null;null;null;null;null;null
20/09/2005;null;null;null;null;null;null;null;null;null;null
21/09/2005;null;null;null;null;null;null;null;null;null;null
22/09/2005;null;null;null;null;null;null;null;null;null;null
23/09/2005;null;null;null;null;null;null;null;null;null;null
24/09/2005;null;null;null;null;null;null;null;null;null;null
25/09/2005;null;null;null;null;null;null;null;null;null;null
26/09/2005;null;null;null;null;null;null;null;null;null;null
27/09/2005;null;null;null;null;null;null;null;null;null;null
28/09/2005;null;null;null;null;null;null;null;null;null;null
29/09/2005;null;null;null;null;null;null;null;null;null;null
30/09/2005;null;null;null;null;null;null;null;null;null;null
01/10/2005;null;null;null;null;null;null;null;null;null;null
02/10/2005;null;null;null;null;null;null;null;null;null;null
03/10/2005;null;null;null;null;null;null;null;null;null;null
04/10/2005;null;null;null;null;null;null;null;null;null;null
05/10/2005;null;null;null;null;null;null;null;null;null;null
06/10/2005;null;null;null;null;null;null;null;null;null;null
07/10/2005;null;null;null;null;null;null;null;null;null;null
08/10/2005;null;null;null;null;null;null;null;null;null;null
09/10/2005;null;null;null;null;null;null;null;null;null;null
10/10/2005;null;null;null;null;null;null;null;null;null;null
11/10/2005;null;null;null;null;null;null;null;null;null;null
12/10/2005;null;null;null;null;null;null;null;null;null;null
13/10/2005;null;null;null;null;null;null;null;null;null;null
14/10/2005;null;null;null;null;null;null;null;null;null;null
15/10/2005;null;null;null;null;null;null;null;null;null;null
16/10/2005;null;null;null;null;null;null;null;null;null;null
17/10/2005;null;null;null;null;null;null;null;null;null;null
18/10/2005;null;null;null;null;null;null;null;null;null;null
19/10/2005;null;null;null;null;null;null;null;null;null;null
20/10/2005;null;null;null;null;null;null;null;null;null;null
21/10/2005;null;null;null;null;null;null;null;null;null;null
22/10/2005;null;null;null;null;null;null;null;null;null;null
23/10/2005;null;null;null;null;null;null;null;null;null;null
24/10/2005;null;null;null;null;null;null;null;null;null;null
25/10/2005;null;null;null;null;null;null;null;null;null;null
26/10/2005;null;null;null;null;null;null;null;null;null;null
27/10/2005;null;null;null;null;null;null;null;null;null;null
28/10/2005;null;null;null;null;null;null;null;null;null;null
29/10/2005;null;null;null;null;null;null;null;null;null;null
30/10/2005;null;null;null;null;null;null;null;null;null;null
31/10/2005;null;null;null;null;null;null;null;null;null;null
01/11/2005;null;null;null;null;null;null;null;null;null;null
02/11/2005;null;null;null;null;null;null;null;null;null;null
03/11/2005;null;null;null;null;null;null;null;null;null;null
04/11/2005;null;null;null;null;null;null;null;null;null;null
05/11/2005;null;null;null;null;null;null;null;null;null;null
06/11/2005;null;null;null;null;null;null;null;null;null;null
07/11/2005;null;null;null;null;null;null;null;null;null;null
08/11/2005;null;null;null;null;null;null;null;null;null;null
09/11/2005;null;null;null;null;null;null;null;null;null;null
10/11/2005;null;null;null;null;null;null;null;null;null;null
11/11/2005;null;null;null;null;null;null;null;null;null;null
12/11/2005;null;null;null;null;null;null;null;null;null;null
13/11/2005;null;null;null;null;null;null;null;null;null;null
14/11/2005;null;null;null;null;null;null;null;null;null;null
15/11/2005;null;null;null;null;null;null;null;null;null;null
16/11/2005;null;null;null;null;null;null;null;null;null;null
17/11/2005;null;null;null;null;null;null;null;null;null;null
18/11/2005;null;null;null;null;null;null;null;null;null;null
19/11/2005;null;null;null;null;null;null;null;null;null;null
20/11/2005;null;null;null;null;null;null;null;null;null;null
21/11/2005;null;null;null;null;null;null;null;null;null;null
22/11/2005;null;null;null;null;null;null;null;null;null;null
23/11/2005;null;null;null;null;null;null;null;null;null;null
24/11/2005;null;null;null;null;null;null;null;null;null;null
25/11/2005;null;null;null;null;null;null;null;null;null;null
26/11/2005;null;null;null;null;null;null;null;null;null;null
27/11/2005;null;null;null;null;null;null;null;null;null;null
28/11/2005;null;null;null;null;null;null;null;null;null;null
29/11/2005;null;null;null;null;null;null;null;null;null;null
30/11/2005;null;null;null;null;null;null;null;null;null;null
01/12/2005;null;null;null;null;null;null;null;null;null;null
02/12/2005;null;null;null;null;null;null;null;null;null;null
03/12/2005;null;null;null;null;null;null;null;null;null;null
04/12/2005;null;null;null;null;null;null;null;null;null;null
05/12/2005;null;null;null;null;null;null;null;null;null;null
06/12/2005;null;null;null;null;null;null;null;null;null;null
07/12/2005;null;null;null;null;null;null;null;null;null;null
08/12/2005;null;null;null;null;null;null;null;null;null;null
09/12/2005;null;null;null;null;null;null;null;null;null;null
10/12/2005;null;null;null;null;null;null;null;null;null;null
11/12/2005;null;null;null;null;null;null;null;null;null;null
12/12/2005;null;null;null;null;null;null;null;null;null;null
13/12/2005;null;null;null;null;null;null;null;null;null;null
14/12/2005;null;null;null;null;null;null;null;null;null;null
15/12/2005;null;null;null;null;null;null;null;null;null;null
16/12/2005;null;null;null;null;null;null;null;null;null;null
17/12/2005;null;null;null;null;null;null;null;null;null;null
18/12/2005;null;null;null;null;null;null;null;null;null;null
19/12/2005;null;null;null;null;null;null;null;null;null;null
20/12/2005;null;null;null;null;null;null;null;null;null;null
21/12/2005;null;null;null;null;null;null;null;null;null;null
22/12/2005;null;null;null;null;null;null;null;null;null;null
23/12/2005;null;null;null;null;null;null;null;null;null;null
24/12/2005;null;null;null;null;null;null;null;null;null;null
25/12/2005;null;null;null;null;null;null;null;null;null;null
26/12/2005;null;null;null;null;null;null;null;null;null;null
27/12/2005;null;null;null;null;null;null;null;null;null;null
28/12/2005;null;null;null;null;null;null;null;null;null;null
29/12/2005;null;null;null;null;null;null;null;null;null;null
30/12/2005;null;null;null;null;null;null;null;null;null;null
31/12/2005;null;null;null;null;null;null;null;null;null;null
01/01/2006;null;null;null;null;null;null;null;null;null;null
02/01/2006;null;null;null;null;null;null;null;null;null;null
