data;preco_br;preco_us
06/08/2008;42,46;26,92
07/08/2008;43,06;27,06
08/08/2008;42,74;26,58
11/08/2008;42,6;26,36
12/08/2008;42,73;26,31
13/08/2008;44,02;27,26
14/08/2008;43,81;26,93
15/08/2008;43,32;26,44
18/08/2008;44,54;27,18
19/08/2008;45,32;27,86
20/08/2008;45,01;27,8
21/08/2008;45,87;28,49
22/08/2008;45,81;28,14
25/08/2008;46,61;28,54
26/08/2008;46,91;28,76
27/08/2008;46,85;28,88
28/08/2008;46,49;28,49
29/08/2008;46,66;28,58
01/09/2008;46,62;28,31
02/09/2008;45,82;27,55
03/09/2008;45,63;27,19
04/09/2008;45,71;26,59
05/09/2008;45,31;26,39
08/09/2008;45,02;25,93
09/09/2008;45,36;25,6
10/09/2008;45,79;25,65
11/09/2008;45,97;25,33
12/09/2008;46,17;25,93
15/09/2008;46,47;25,62
16/09/2008;45,65;25,08
17/09/2008;46,06;24,66
18/09/2008;46,52;24,11
19/09/2008;45,99;25,13
22/09/2008;46,57;25,97
23/09/2008;46,64;25,48
24/09/2008;47,27;25,55
25/09/2008;47,16;25,9
26/09/2008;46,83;25,27
29/09/2008;46,05;23,41
30/09/2008;45,16;23,72
01/10/2008;45,41;23,67
02/10/2008;45,2;22,36
03/10/2008;45,05;22,04
06/10/2008;44,33;20,15
07/10/2008;45,06;19,49
08/10/2008;46,53;20,41
09/10/2008;46,61;21,3
10/10/2008;45,98;19,87
13/10/2008;44,92;20,99
14/10/2008;43,62;20,75
15/10/2008;42,8;19,77
16/10/2008;42,35;19,56
17/10/2008;42,62;20,15
20/10/2008;43,01;20,32
21/10/2008;43,59;19,49
22/10/2008;45,23;19
23/10/2008;45,87;19,86
24/10/2008;45,5;19,55
27/10/2008;44,93;20,02
28/10/2008;44,56;20,38
29/10/2008;44,63;20,86
30/10/2008;44,32;21,07
31/10/2008;44,28;20,54
03/11/2008;45,13;20,81
04/11/2008;45,14;21,38
05/11/2008;44,27;20,9
06/11/2008;43,48;19,75
07/11/2008;44,14;20,43
10/11/2008;44,44;20,28
11/11/2008;44,92;20,22
12/11/2008;45,28;19,75
13/11/2008;45,61;19,17
14/11/2008;45,35;19,98
17/11/2008;45,46;19,96
18/11/2008;45,73;19,67
19/11/2008;46,68;19,57
20/11/2008;45,81;19,09
21/11/2008;46,09;18,71
24/11/2008;45,78;19,66
25/11/2008;45,03;19,37
26/11/2008;45,09;19,89
27/11/2008;44,59;19,55
28/11/2008;44,51;19,25
01/12/2008;44,48;19,19
02/12/2008;44,38;18,56
03/12/2008;44,19;17,86
04/12/2008;44,22;17,47
05/12/2008;44,2;17,79
08/12/2008;44;17,6
09/12/2008;44,11;17,84
10/12/2008;44,29;18,23
11/12/2008;44,11;18,81
12/12/2008;43,68;18,47
15/12/2008;44,32;18,63
16/12/2008;44,29;18,69
17/12/2008;44,36;18,89
18/12/2008;44,48;18,85
19/12/2008;44,63;18,87
22/12/2008;44,7;18,7
23/12/2008;45,36;19
26/12/2008;45,43;19,17
29/12/2008;46,28;19,16
30/12/2008;46,73;20
02/01/2009;46,95;20,12
05/01/2009;47,09;20,88
06/01/2009;47,88;21,96
07/01/2009;47,96;21,29
08/01/2009;48,19;20,97
09/01/2009;48,96;21,56
12/01/2009;48,8;21,28
13/01/2009;48,53;20,85
14/01/2009;49,18;20,97
15/01/2009;49,59;20,82
16/01/2009;50,11;21,45
19/01/2009;50,48;21,65
20/01/2009;50,51;21,31
21/01/2009;50,31;21,39
22/01/2009;50,36;21,61
23/01/2009;50,99;21,79
26/01/2009;51,01;22,08
27/01/2009;50,13;21,53
28/01/2009;48,64;21,38
29/01/2009;48,97;21,34
30/01/2009;48,85;21,1
02/02/2009;49,04;21,09
03/02/2009;48,21;20,78
04/02/2009;48,14;20,85
05/02/2009;48,19;21,06
06/02/2009;48,65;21,64
09/02/2009;49,27;22,02
10/02/2009;49,27;21,57
11/02/2009;49,35;21,55
12/02/2009;49,19;21,5
13/02/2009;48,83;21,57
16/02/2009;48,62;21,33
17/02/2009;47,04;20,22
18/02/2009;46,8;19,92
19/02/2009;46,16;19,64
20/02/2009;45,12;18,89
25/02/2009;44,91;18,91
26/02/2009;44,65;19,05
27/02/2009;44,7;18,85
02/03/2009;44,74;18,31
03/03/2009;45,1;18,7
04/03/2009;45,25;19,08
05/03/2009;44,8;18,82
06/03/2009;44,84;18,88
09/03/2009;44,97;18,93
10/03/2009;45,02;19,17
11/03/2009;44,9;19,11
12/03/2009;44,55;19,35
13/03/2009;44,65;19,43
16/03/2009;44,81;19,68
17/03/2009;45,02;19,7
18/03/2009;45,27;20,12
19/03/2009;45,31;20,16
20/03/2009;45,69;20,18
23/03/2009;46,66;20,78
24/03/2009;46,89;20,91
25/03/2009;46,51;20,69
26/03/2009;46,04;20,55
27/03/2009;45,66;19,92
30/03/2009;45,1;19,35
31/03/2009;45,95;19,82
01/04/2009;46,68;20,46
02/04/2009;46,87;20,97
03/04/2009;46,8;21,21
06/04/2009;46,67;21,04
07/04/2009;46,95;21,17
08/04/2009;47,13;21,38
09/04/2009;47,31;21,78
13/04/2009;47,19;21,75
14/04/2009;47,74;21,75
15/04/2009;48,37;22,01
16/04/2009;48,66;22,36
17/04/2009;49,34;22,52
20/04/2009;49,21;21,93
22/04/2009;49,34;22,41
23/04/2009;49,4;22,26
24/04/2009;49,17;22,44
27/04/2009;48,02;21,63
28/04/2009;47,74;21,73
29/04/2009;47,58;21,88
30/04/2009;48,82;22,31
04/05/2009;50,57;23,79
05/05/2009;50,7;23,6
06/05/2009;50,65;23,98
07/05/2009;50,2;23,79
08/05/2009;49,65;24,01
11/05/2009;49,19;23,89
12/05/2009;49,39;23,86
13/05/2009;50,3;23,88
14/05/2009;50,81;24,4
15/05/2009;50,87;24,11
18/05/2009;50,72;24,43
19/05/2009;50,85;24,99
20/05/2009;50,66;24,98
21/05/2009;50,56;24,84
22/05/2009;50,75;25,04
25/05/2009;50,63;25
26/05/2009;50,37;24,96
27/05/2009;50,41;25,02
28/05/2009;50,51;25,14
29/05/2009;49,91;25,33
01/06/2009;50,06;25,63
02/06/2009;49,55;25,76
03/06/2009;49,4;25,16
04/06/2009;49,83;25,66
05/06/2009;50,57;25,84
08/06/2009;50,68;25,78
09/06/2009;50,81;26,25
10/06/2009;50,73;26
12/06/2009;50,07;26,01
15/06/2009;49,29;25,24
16/06/2009;49,13;24,98
17/06/2009;49,61;25,28
18/06/2009;49,96;25,3
19/06/2009;49,69;25,19
22/06/2009;49;24,21
23/06/2009;49,71;25,08
24/06/2009;49,79;25,09
25/06/2009;49,94;25,66
26/06/2009;50,06;25,82
29/06/2009;49,98;25,45
30/06/2009;49,93;25,42
01/07/2009;50,59;26,23
02/07/2009;50,95;26,1
03/07/2009;50,79;26,02
06/07/2009;50,51;25,77
07/07/2009;49,48;24,83
08/07/2009;48,36;24,06
09/07/2009;47,94;24,07
10/07/2009;48,29;24,14
13/07/2009;47,94;24,21
14/07/2009;47,84;24,3
15/07/2009;47,77;24,69
16/07/2009;46,59;24,14
17/07/2009;46;23,86
20/07/2009;45,77;24,05
21/07/2009;45,81;24,02
22/07/2009;45,38;23,84
23/07/2009;45,66;24,17
24/07/2009;46,11;24,3
27/07/2009;46,21;24,64
28/07/2009;46,88;24,91
29/07/2009;47,48;24,94
30/07/2009;48,86;26,07
31/07/2009;48,79;26,16
03/08/2009;49,48;26,97
04/08/2009;49,04;26,9
05/08/2009;48,79;26,94
06/08/2009;48,65;26,48
07/08/2009;48,88;26,8
10/08/2009;48,59;26,28
11/08/2009;49,06;26,62
12/08/2009;48,88;26,65
13/08/2009;49,05;26,77
14/08/2009;48,25;26,04
17/08/2009;46,93;25,13
18/08/2009;46,29;25,09
19/08/2009;46,46;25,18
20/08/2009;46,87;25,43
21/08/2009;47,16;25,76
24/08/2009;48,01;26,02
25/08/2009;48,2;25,95
26/08/2009;48,28;25,94
27/08/2009;48,35;25,93
28/08/2009;48,69;25,87
31/08/2009;48,22;25,53
01/09/2009;47,92;25,16
02/09/2009;47,39;25,14
03/09/2009;47,3;25,35
04/09/2009;47,07;25,58
08/09/2009;47,19;25,83
09/09/2009;46,97;25,58
10/09/2009;46,54;25,56
11/09/2009;46,09;25,23
14/09/2009;45,77;25,25
15/09/2009;46,04;25,49
16/09/2009;46,31;25,73
17/09/2009;45,82;25,36
18/09/2009;46,21;25,54
21/09/2009;45,58;25,1
22/09/2009;45,53;25,32
23/09/2009;45,19;25,29
24/09/2009;45,16;25,03
25/09/2009;45;25,03
28/09/2009;45,05;25,14
29/09/2009;44,62;24,89
30/09/2009;44,62;25,18
01/10/2009;44,6;24,95
02/10/2009;44,3;24,92
05/10/2009;44,17;25,08
06/10/2009;44,2;25,23
07/10/2009;44,36;25,26
08/10/2009;44,37;25,52
09/10/2009;44,57;25,66
13/10/2009;44,78;25,93
14/10/2009;45,01;26,43
15/10/2009;44,95;26,46
16/10/2009;44,79;26,19
19/10/2009;44,86;26,22
20/10/2009;44,78;25,68
21/10/2009;45,06;26,12
22/10/2009;44,99;26,08
23/10/2009;45,11;26,33
26/10/2009;44,76;25,72
27/10/2009;44,61;25,65
28/10/2009;44,55;25,39
29/10/2009;44,74;25,84
30/10/2009;44,52;25,35
03/11/2009;44,38;25,43
04/11/2009;44,72;25,88
05/11/2009;44,84;26,04
06/11/2009;44,62;25,95
09/11/2009;44,69;26,28
10/11/2009;44,64;26
11/11/2009;44,33;25,74
12/11/2009;44,16;25,41
13/11/2009;44,45;25,81
16/11/2009;44,47;26,01
17/11/2009;44,16;25,72
18/11/2009;43,87;25,55
19/11/2009;43,9;25,31
20/11/2009;43,5;25,09
23/11/2009;43,78;25,33
24/11/2009;43,5;25,07
25/11/2009;43,5;25,21
26/11/2009;43,38;24,79
27/11/2009;43,41;24,91
30/11/2009;42,9;24,46
01/12/2009;43,23;25,11
02/12/2009;43,1;25,03
03/12/2009;42,77;25,03
04/12/2009;43,12;25
07/12/2009;43,11;25,03
08/12/2009;42,92;24,41
09/12/2009;43,23;24,41
10/12/2009;42,99;24,34
11/12/2009;42,94;24,47
14/12/2009;43,03;24,7
15/12/2009;42,79;24,41
16/12/2009;42,92;24,52
17/12/2009;42,77;23,89
18/12/2009;42,82;24,01
21/12/2009;42,71;23,94
22/12/2009;42,49;23,85
23/12/2009;42,62;24,26
28/12/2009;42,74;24,55
29/12/2009;42,56;24,42
30/12/2009;42,51;24,39
04/01/2010;42,73;24,84
05/01/2010;42,57;24,59
06/01/2010;42,11;24,21
07/01/2010;42,19;24,18
08/01/2010;42,21;24,4
11/01/2010;41,5;23,91
12/01/2010;40,8;23,34
13/01/2010;40,09;22,78
14/01/2010;39,53;22,4
15/01/2010;39,76;22,44
18/01/2010;39,48;22,35
19/01/2010;39,09;22,06
20/01/2010;38,8;21,65
21/01/2010;38,47;21,37
22/01/2010;38,37;21,14
25/01/2010;38,46;21,12
26/01/2010;37,64;20,5
27/01/2010;37,94;20,41
28/01/2010;37,36;20,01
29/01/2010;36,9;19,57
01/02/2010;36,36;19,56
02/02/2010;36,1;19,73
03/02/2010;35,65;19,34
04/02/2010;35,45;18,82
05/02/2010;35,37;18,72
08/02/2010;35,73;19,07
09/02/2010;35,68;19,32
10/02/2010;35,52;19,21
11/02/2010;35,59;19,25
12/02/2010;35,72;19,18
17/02/2010;35,99;19,71
18/02/2010;35,8;19,65
19/02/2010;35,7;19,78
22/02/2010;35,55;19,65
23/02/2010;35,99;19,71
24/02/2010;35,92;19,67
25/02/2010;35,61;19,45
26/02/2010;35,44;19,62
01/03/2010;35,34;19,66
02/03/2010;35,09;19,69
03/03/2010;35,2;19,66
04/03/2010;34,77;19,4
05/03/2010;34,32;19,22
08/03/2010;34,17;19,11
09/03/2010;34,04;19,12
10/03/2010;33,98;19,19
11/03/2010;33,73;19,06
12/03/2010;33,45;18,99
15/03/2010;32,97;18,7
16/03/2010;33,11;18,77
17/03/2010;33,13;18,77
18/03/2010;33,5;18,76
19/03/2010;33,84;18,79
22/03/2010;34,13;18,96
23/03/2010;34,28;19,29
24/03/2010;34,04;18,91
25/03/2010;34,26;18,94
26/03/2010;34,23;18,75
29/03/2010;34,58;19,23
30/03/2010;34,55;19,25
31/03/2010;34,51;19,38
01/04/2010;33,79;19,1
05/04/2010;33,52;19,02
06/04/2010;33,23;18,94
07/04/2010;33,42;18,82
08/04/2010;33,85;19,04
09/04/2010;33,95;19,14
12/04/2010;34,16;19,44
13/04/2010;34,34;19,54
14/04/2010;34,2;19,57
15/04/2010;34,24;19,53
16/04/2010;34,62;19,67
19/04/2010;34,68;19,76
20/04/2010;34,84;19,88
22/04/2010;35,32;20,03
23/04/2010;35,71;20,28
26/04/2010;35,61;20,41
27/04/2010;35,37;20,04
28/04/2010;35,2;20,1
29/04/2010;34,95;20,18
30/04/2010;34,79;20,03
03/05/2010;35,04;20,25
04/05/2010;35,04;19,9
05/05/2010;35,74;19,89
06/05/2010;36,13;19,49
07/05/2010;36,08;19,51
10/05/2010;35,44;19,99
11/05/2010;34,97;19,59
12/05/2010;35,01;19,72
13/05/2010;35,02;19,7
14/05/2010;35,36;19,59
17/05/2010;35,32;19,51
18/05/2010;35,38;19,42
19/05/2010;35,74;19,46
20/05/2010;36,19;19,44
21/05/2010;36,12;19,41
24/05/2010;35,97;19,3
25/05/2010;36,11;19,33
26/05/2010;35,86;19,32
27/05/2010;35,73;19,57
28/05/2010;35,57;19,66
31/05/2010;35,63;19,58
01/06/2010;35,36;19,23
02/06/2010;35,57;19,48
04/06/2010;36,08;19,42
07/06/2010;36,3;19,32
08/06/2010;36,48;19,62
09/06/2010;36,5;19,76
10/06/2010;35,78;19,79
11/06/2010;35,39;19,49
14/06/2010;36,13;19,98
15/06/2010;36,19;20,19
16/06/2010;36,13;20,19
17/06/2010;36,09;20,16
18/06/2010;36,04;20,34
21/06/2010;36,1;20,35
22/06/2010;36,19;20,31
23/06/2010;36,41;20,33
24/06/2010;36,51;20,41
25/06/2010;36,37;20,44
28/06/2010;36,47;20,46
29/06/2010;36,6;20,22
30/06/2010;36,68;20,33
01/07/2010;36,81;20,51
02/07/2010;36,93;20,79
05/07/2010;36,9;20,76
06/07/2010;36,79;20,64
07/07/2010;36,92;20,9
08/07/2010;37,64;21,34
09/07/2010;37,73;21,44
12/07/2010;38,06;21,57
13/07/2010;38,27;21,83
14/07/2010;38,36;21,74
15/07/2010;38,9;21,95
16/07/2010;39,25;22,02
19/07/2010;39,57;22,14
20/07/2010;39,65;22,35
21/07/2010;39,68;22,23
22/07/2010;39,97;22,71
23/07/2010;39,6;22,51
26/07/2010;39,39;22,32
27/07/2010;39,1;22,09
28/07/2010;39,41;22,27
29/07/2010;39,73;22,56
30/07/2010;40,05;22,82
02/08/2010;40,09;22,9
03/08/2010;40,15;22,82
04/08/2010;40,45;23
05/08/2010;40,8;23,26
06/08/2010;40,95;23,26
09/08/2010;41,43;23,65
10/08/2010;41,47;23,57
11/08/2010;41,32;23,34
12/08/2010;41,71;23,56
13/08/2010;42,07;23,74
16/08/2010;41,96;23,88
17/08/2010;41,9;23,89
18/08/2010;42,12;24,03
19/08/2010;41,94;23,88
20/08/2010;41,52;23,6
23/08/2010;41,43;23,43
24/08/2010;40,89;23,17
25/08/2010;40,97;23,2
26/08/2010;41,3;23,44
27/08/2010;41,26;23,54
30/08/2010;41,52;23,59
31/08/2010;41,68;23,73
01/09/2010;41,46;23,73
02/09/2010;41,53;23,98
03/09/2010;41,79;24,11
06/09/2010;41,95;24,29
08/09/2010;42,14;24,44
09/09/2010;42,15;24,46
10/09/2010;41,89;24,35
13/09/2010;41,73;24,33
14/09/2010;41,68;24,42
15/09/2010;42,19;24,44
16/09/2010;42,24;24,65
17/09/2010;42,28;24,61
20/09/2010;42,83;24,77
21/09/2010;43,47;25,34
22/09/2010;43,51;25,27
23/09/2010;43,44;25,29
24/09/2010;43,76;25,58
27/09/2010;43,81;25,63
28/09/2010;44,02;25,74
29/09/2010;43,63;25,59
30/09/2010;42,92;25,37
01/10/2010;42,5;25,31
04/10/2010;41,93;24,8
05/10/2010;42,08;25,2
06/10/2010;42,12;25,07
07/10/2010;42,14;24,99
08/10/2010;43,43;26,04
11/10/2010;44,06;26,44
13/10/2010;44,29;26,81
14/10/2010;44,84;26,98
15/10/2010;45,02;27,04
18/10/2010;44,81;26,93
19/10/2010;45,55;27,02
20/10/2010;45,94;27,43
21/10/2010;46,69;27,55
22/10/2010;46,63;27,33
25/10/2010;47,02;27,66
26/10/2010;46,84;27,48
27/10/2010;46,74;27,18
28/10/2010;47,49;27,72
29/10/2010;47,4;27,85
01/11/2010;47,51;27,83
03/11/2010;47,49;27,95
04/11/2010;48,1;28,7
05/11/2010;48,32;28,78
08/11/2010;48,81;28,78
09/11/2010;50,15;29,52
10/11/2010;51;29,84
11/11/2010;51,37;29,92
12/11/2010;50,66;29,4
16/11/2010;48,81;28,05
17/11/2010;48,35;28,01
18/11/2010;48,42;28,27
19/11/2010;48,23;28,07
22/11/2010;48,56;28,1
23/11/2010;48,63;28,04
24/11/2010;48,93;28,4
25/11/2010;49,1;28,53
26/11/2010;48,94;28,31
29/11/2010;49,07;28,48
30/11/2010;48,69;28,39
01/12/2010;48,95;28,66
02/12/2010;48,89;28,72
03/12/2010;48,83;28,98
06/12/2010;48,57;28,93
07/12/2010;47,92;28,51
08/12/2010;48,07;28,4
09/12/2010;48,18;28,19
10/12/2010;48,06;28,06
13/12/2010;48,19;28,4
14/12/2010;48,3;28,53
15/12/2010;48,35;28,46
16/12/2010;48,31;28,38
17/12/2010;48,49;28,27
20/12/2010;48,51;28,42
21/12/2010;48,42;28,53
22/12/2010;48,49;28,59
23/12/2010;48,59;28,69
27/12/2010;48,85;28,92
28/12/2010;48,88;28,9
29/12/2010;49,04;29,21
30/12/2010;49,08;29,49
03/01/2011;48,74;29,54
04/01/2011;48,75;29,29
05/01/2011;48,88;29,2
06/01/2011;49,34;29,25
07/01/2011;49,1;29,16
10/01/2011;49,46;29,29
11/01/2011;49,69;29,46
12/01/2011;49,65;29,62
13/01/2011;49,88;29,88
14/01/2011;50,22;29,79
17/01/2011;50,08;29,76
18/01/2011;50,05;29,85
19/01/2011;49,96;29,88
20/01/2011;50,37;30,11
21/01/2011;50,08;29,95
24/01/2011;50,12;29,98
25/01/2011;50,06;29,96
26/01/2011;49,37;29,54
27/01/2011;49,24;29,32
28/01/2011;49,55;29,41
31/01/2011;49,65;29,66
01/02/2011;50,18;30,15
02/02/2011;50,4;30,22
03/02/2011;50,47;30,22
04/02/2011;50,33;30,03
07/02/2011;50,77;30,22
08/02/2011;50,68;30,4
09/02/2011;50,69;30,52
10/02/2011;50,72;30,35
11/02/2011;50,79;30,47
14/02/2011;50,59;30,31
15/02/2011;50,05;29,97
16/02/2011;49,44;29,57
17/02/2011;49,28;29,63
18/02/2011;48,87;29,37
21/02/2011;48,71;29,2
22/02/2011;47,63;28,47
23/02/2011;46,46;27,73
24/02/2011;46,04;27,67
25/02/2011;46,6;28,01
28/02/2011;46,87;28,19
01/03/2011;46,85;28,15
02/03/2011;47,5;28,61
03/03/2011;47,69;28,87
04/03/2011;47,79;29,05
09/03/2011;46,87;28,29
10/03/2011;46,6;28,06
11/03/2011;46,06;27,65
14/03/2011;45,94;27,64
15/03/2011;45,36;27,21
16/03/2011;44,7;26,7
17/03/2011;45,49;26,98
18/03/2011;46,62;27,92
21/03/2011;46,63;27,97
22/03/2011;46,34;27,86
23/03/2011;46,27;27,86
24/03/2011;45,89;27,68
25/03/2011;46,06;27,75
28/03/2011;46,01;27,69
29/03/2011;46,03;27,83
30/03/2011;45,88;28,16
31/03/2011;46,2;28,32
01/04/2011;46,02;28,55
04/04/2011;45,46;28,25
05/04/2011;45,26;28,13
06/04/2011;45,13;27,96
07/04/2011;45;28,41
08/04/2011;44,67;28,38
11/04/2011;44,49;28,14
12/04/2011;44,14;27,71
13/04/2011;43,92;27,6
14/04/2011;43,31;27,41
15/04/2011;43,17;27,36
18/04/2011;43,6;27,42
19/04/2011;43,57;27,65
20/04/2011;43,81;27,89
25/04/2011;44,17;28,08
26/04/2011;44,11;28,2
27/04/2011;44,4;28,26
28/04/2011;44,41;28,06
29/04/2011;44,43;28,25
02/05/2011;44,75;28,39
03/05/2011;44,55;28,04
04/05/2011;44,42;27,67
05/05/2011;43,88;27
06/05/2011;43,74;27,05
09/05/2011;44,2;27,28
10/05/2011;44,32;27,61
11/05/2011;43,9;27,1
12/05/2011;44,08;27,16
13/05/2011;44,23;27,08
16/05/2011;44,39;27,2
17/05/2011;44,61;27,5
18/05/2011;45,12;27,99
19/05/2011;45,43;28,1
20/05/2011;45,79;28,35
23/05/2011;45,83;28,09
24/05/2011;45,93;28,28
25/05/2011;46,15;28,33
26/05/2011;46,24;28,59
27/05/2011;45,96;28,7
30/05/2011;45,82;28,77
31/05/2011;45,4;28,74
01/06/2011;45,27;28,37
02/06/2011;45,82;29,03
03/06/2011;46;29,19
06/06/2011;45,51;28,75
07/06/2011;45,14;28,61
08/06/2011;45,65;28,84
09/06/2011;45,9;28,89
10/06/2011;45,69;28,61
13/06/2011;45,58;28,7
14/06/2011;45,36;28,67
15/06/2011;45,18;28,24
16/06/2011;45,15;28,04
17/06/2011;45,04;28,2
20/06/2011;44,91;28,16
21/06/2011;44,96;28,29
22/06/2011;44,61;28,07
24/06/2011;44,59;27,8
27/06/2011;44,21;27,7
28/06/2011;44,46;28,17
29/06/2011;44,48;28,29
30/06/2011;44,14;28,26
01/07/2011;44,01;28,27
04/07/2011;44,03;28,35
05/07/2011;44,13;28,2
06/07/2011;44,51;28,37
07/07/2011;44,61;28,67
08/07/2011;45,26;28,94
11/07/2011;45,16;28,56
12/07/2011;45,62;28,85
13/07/2011;45,9;29,14
14/07/2011;46,72;29,61
15/07/2011;46,96;29,81
18/07/2011;46,79;29,63
19/07/2011;46,93;29,95
20/07/2011;46,71;29,95
21/07/2011;46,39;29,83
22/07/2011;46,56;29,94
25/07/2011;45,96;29,79
26/07/2011;45,96;29,92
27/07/2011;46,59;29,88
28/07/2011;46,61;29,7
29/07/2011;45,77;29,47
01/08/2011;45,62;29,21
02/08/2011;45,89;29,26
03/08/2011;45,89;29,38
04/08/2011;45,59;28,82
05/08/2011;45,56;28,72
08/08/2011;45,21;28,04
09/08/2011;46,08;28,64
10/08/2011;45,72;28,27
11/08/2011;46,85;28,97
12/08/2011;46,56;28,86
15/08/2011;46,11;29
16/08/2011;45,87;28,85
17/08/2011;45,92;29,01
18/08/2011;46,05;28,74
19/08/2011;46,16;28,87
22/08/2011;46,5;29,01
23/08/2011;47,17;29,48
24/08/2011;47,27;29,36
25/08/2011;47,22;29,33
26/08/2011;47,62;29,67
29/08/2011;48,09;30,2
30/08/2011;48,02;30,24
31/08/2011;48,48;30,41
01/09/2011;48,5;30,13
02/09/2011;48,97;29,93
05/09/2011;49,28;29,87
06/09/2011;48,97;29,45
08/09/2011;48,9;29,51
09/09/2011;49,57;29,49
12/09/2011;49,46;28,84
13/09/2011;49,5;28,9
14/09/2011;49,81;28,96
15/09/2011;49,31;28,87
16/09/2011;48,68;28,14
19/09/2011;49,4;27,85
20/09/2011;50;27,87
21/09/2011;50,61;27,45
22/09/2011;50,28;26,37
23/09/2011;49,48;26,86
26/09/2011;48,62;26,53
27/09/2011;48,44;26,78
28/09/2011;47,84;26,18
29/09/2011;47,5;25,65
30/09/2011;47,02;25,01
03/10/2011;46,71;24,71
04/10/2011;46,4;24,56
05/10/2011;45,81;24,95
06/10/2011;45,22;25,3
07/10/2011;44,74;25,33
10/10/2011;44,6;25,2
11/10/2011;45,33;25,79
13/10/2011;46,05;26,3
14/10/2011;46,71;26,97
17/10/2011;46,65;26,45
18/10/2011;46,45;26,38
19/10/2011;46,84;26,41
20/10/2011;46,93;26,18
21/10/2011;47,24;26,54
24/10/2011;47,26;26,96
25/10/2011;46,7;26,47
26/10/2011;46,87;26,61
27/10/2011;46,49;27,29
28/10/2011;45,86;27,3
31/10/2011;45,27;26,72
01/11/2011;45,02;26,02
03/11/2011;45,59;26,19
04/11/2011;46,04;26,48
07/11/2011;45,78;26,15
08/11/2011;45,73;26,25
09/11/2011;45,56;25,81
10/11/2011;45,26;25,7
11/11/2011;45;25,8
14/11/2011;45,34;25,69
16/11/2011;45,72;25,8
17/11/2011;45,26;25,43
18/11/2011;44,85;25,31
21/11/2011;45,01;24,92
22/11/2011;44,9;24,86
23/11/2011;45,55;24,45
24/11/2011;45,42;24,06
25/11/2011;45,56;24,17
28/11/2011;45,44;24,48
29/11/2011;45,13;24,45
30/11/2011;44,83;24,78
01/12/2011;44,5;24,7
02/12/2011;44,79;25
05/12/2011;44,44;24,85
06/12/2011;44,38;24,73
07/12/2011;44,37;24,77
08/12/2011;44,62;24,57
09/12/2011;44,22;24,49
12/12/2011;44,26;24
13/12/2011;44,7;24,11
14/12/2011;44,91;23,97
15/12/2011;44,94;24,15
16/12/2011;45,24;24,37
19/12/2011;45,87;24,56
20/12/2011;45,41;24,64
21/12/2011;45,57;24,55
22/12/2011;45,79;24,73
23/12/2011;45,64;24,55
26/12/2011;45,66;24,56
27/12/2011;46,83;25,16
28/12/2011;46,81;24,98
29/12/2011;46,93;25,11
02/01/2012;46,8;25,03
03/01/2012;47,58;26
04/01/2012;47,8;26,14
05/01/2012;47,72;25,96
06/01/2012;47,9;25,84
09/01/2012;48,32;26,29
10/01/2012;48,1;26,68
11/01/2012;47,48;26,37
12/01/2012;47,06;26,37
13/01/2012;46,41;25,89
16/01/2012;46,43;26,01
17/01/2012;46,11;25,95
18/01/2012;45,46;25,76
19/01/2012;45,89;25,97
20/01/2012;45,97;26,13
23/01/2012;46,31;26,48
24/01/2012;46,62;26,57
25/01/2012;46,71;26,54
26/01/2012;46,67;26,79
27/01/2012;46,58;26,74
30/01/2012;45,87;26,22
31/01/2012;45,88;26,29
01/02/2012;45,99;26,54
02/02/2012;45,92;26,67
03/02/2012;45,81;26,68
06/02/2012;46,18;26,74
07/02/2012;46,29;26,85
08/02/2012;46,31;26,92
09/02/2012;46,18;26,88
10/02/2012;46,06;26,7
13/02/2012;46,31;26,99
14/02/2012;47,16;27,42
15/02/2012;47,69;27,66
16/02/2012;47,94;27,86
17/02/2012;48,08;28,07
22/02/2012;47,69;27,95
23/02/2012;47,97;28,04
24/02/2012;48,04;28,16
27/02/2012;47,82;28
28/02/2012;48,15;28,29
29/02/2012;48,6;28,32
01/03/2012;49;28,62
02/03/2012;49,3;28,45
05/03/2012;49,66;28,61
06/03/2012;50,11;28,47
07/03/2012;50,48;28,57
08/03/2012;50,74;28,66
09/03/2012;51,26;28,74
12/03/2012;51,79;28,69
13/03/2012;52,25;29,03
14/03/2012;52,73;29,15
15/03/2012;52,83;29,28
16/03/2012;53,06;29,44
19/03/2012;53,19;29,48
20/03/2012;53;29,1
21/03/2012;53,24;29,27
22/03/2012;53,28;29,21
23/03/2012;53,39;29,49
26/03/2012;53,62;29,54
27/03/2012;53,7;29,62
28/03/2012;53,85;29,46
29/03/2012;54,05;29,6
30/03/2012;54,63;29,9
02/04/2012;55,61;30,34
03/04/2012;55,5;30,29
04/04/2012;55,59;30,43
05/04/2012;56,17;30,76
09/04/2012;56,04;30,79
10/04/2012;56,54;30,88
11/04/2012;56,41;30,76
12/04/2012;56,82;31,1
13/04/2012;57,23;31,14
16/04/2012;56,79;30,85
17/04/2012;57,23;30,87
18/04/2012;57,53;30,65
19/04/2012;57,96;30,73
20/04/2012;58,01;30,97
23/04/2012;58,62;31,17
24/04/2012;59;31,33
25/04/2012;59,8;31,76
26/04/2012;59,72;31,68
27/04/2012;60,44;32,05
30/04/2012;60,46;31,72
02/05/2012;61,05;31,78
03/05/2012;61,38;32,05
04/05/2012;61,17;31,86
